11,6,2.2765
12,6,2.7106
13,6,2.0901
14,6,1.3701
15,6,0.9148
16,6,0.6083
17,6,0.4163
18,6,0.2829
19,6,0.1905
20,6,0.1442
21,6,0.1042
33,6,0.1209
9,7,0.0781
10,7,0.2857
11,7,0.6729
12,7,1.1747
13,7,1.3466
14,7,1.3614
15,7,1.1896
16,7,0.9004
17,7,0.5957
18,7,0.3736
19,7,0.2618
20,7,0.1705
21,7,0.1276
22,7,0.1149
23,7,0.0807
24,7,0.0801
11,8,0.2248
12,8,0.6397
13,8,0.954
14,8,1.0903
15,8,0.982
16,8,0.7938
17,8,0.6075
18,8,0.4702
19,8,0.3058
20,8,0.2197
21,8,0.1227
22,8,0.0895
23,8,0.0799
12,9,0.1243
13,9,0.3748
14,9,0.7905
15,9,1.1352
16,9,1.073
17,9,0.8451
18,9,0.5706
19,9,0.3861
20,9,0.2402
21,9,0.1764
22,9,0.1187
23,9,0.0819
13,10,0.3331
14,10,0.4831
15,10,0.8034
16,10,0.9998
17,10,0.9573
18,10,0.7824
19,10,0.5806
20,10,0.3842
21,10,0.2437
22,10,0.1665
23,10,0.1327
25,10,0.083
15,11,0.2508
16,11,0.54
17,11,0.8019
18,11,0.7923
19,11,0.625
20,11,0.5044
21,11,0.3369
22,11,0.2335
23,11,0.1745
24,11,0.148
25,11,0.0784
26,11,0.0845
15,12,0.0918
16,12,0.2028
17,12,0.3582
18,12,0.5883
19,12,0.6589
20,12,0.5289
21,12,0.4153
22,12,0.2731
23,12,0.2043
24,12,0.1491
25,12,0.1118
26,12,0.0908
27,12,0.0796
17,13,0.2416
18,13,0.4097
19,13,0.6418
20,13,0.6221
21,13,0.4914
22,13,0.3847
23,13,0.2732
24,13,0.207
25,13,0.1621
26,13,0.1231
19,14,0.1904
20,14,0.3112
21,14,0.4381
22,14,0.462
23,14,0.3405
24,14,0.2818
25,14,0.1903
26,14,0.1621
27,14,0.1061
28,14,0.1067
19,15,0.1574
20,15,0.186
21,15,0.2877
22,15,0.3634
23,15,0.3493
24,15,0.2947
25,15,0.232
26,15,0.1583
27,15,0.1163
28,15,0.0886
21,16,0.1355
22,16,0.2387
23,16,0.3256
24,16,0.3404
25,16,0.2665
26,16,0.2281
27,16,0.1552
28,16,0.115
29,16,0.1003
30,16,0.0784
42,16,0.0946
23,17,0.09
24,17,0.1937
25,17,0.2564
26,17,0.2266
27,17,0.1922
28,17,0.1353
29,17,0.102
30,17,0.081
23,18,0.0763
24,18,0.1464
25,18,0.2034
26,18,0.2187
27,18,0.2075
28,18,0.1923
29,18,0.1422
30,18,0.1078
31,18,0.081
45,18,0.1802
25,19,0.0931
26,19,0.1186
27,19,0.152
28,19,0.17
29,19,0.2018
30,19,0.1508
31,19,0.1197
32,19,0.0821
27,20,0.1118
28,20,0.1739
29,20,0.1803
30,20,0.1833
31,20,0.1188
32,20,0.0764
33,20,0.1099
35,20,0.0807
37,20,0.0793
28,21,0.0984
29,21,0.1429
30,21,0.1471
31,21,0.1525
32,21,0.1407
33,21,0.0971
30,22,0.0781
31,22,0.1308
32,22,0.0866
33,22,0.0945
31,23,0.0926
32,23,0.0793
33,23,0.0911
34,23,0.0956
34,25,0.0942
35,25,0.1084
37,25,0.0899
36,26,0.0861
37,26,0.1021
38,26,0.0769
39,26,0.0811
40,26,0.0952
36,27,0.0773
38,27,0.0944
39,27,0.0859
40,27,0.1361
41,27,0.1082
42,27,0.0899
43,27,0.0893
45,27,0.0926
46,27,0.09
47,27,0.1041
48,27,0.1168
49,27,0.3441
